target;sen
Negative;@ömerrogopgmail1 : sende belli ki adý bit fetöcü ayný zamanda pislik pkk li bir yavþaksýn . vatan haini olduðun ülkenin anamuhalefet partisine yaptýðýn ahlaksýz yakýþtýrmalarýndan belli . bu arada dinsizinde önde gidenisin .
Negative;@slysyr1 : geri zekalý angut bu tür iþler yapýlsýn diye insanlarý vergi veriyor bu bilemicek kadar asalaksýn olmasý gereken hizmet marifet deðildir .
Negative;@seosuçinnn : arnold neden türk bayraðý koymuyorsun angut arnold .
Negative;@erenyesua : orada kal madem angut .
Negative;@prmngnt87 : deðil mi angut demeleri falan lazýmdý ayýp etmiþler .
Negative;@bürock41094962 : sayýn baþkan , angut demek serbest mi peki .
Negative;@memmetyücel : keþke millete angut diyen erkek yosmasý na da iki kelam etseydin be .
Neutral;@minnieon : bizene senin reglinden angut .
Positive;@alaattýndýkmen : millete koyun , angut , göbeðini kaþýyan , çomar diyen senin tayfaya bir sözünüz var mý .
Negative;@uður1özel : yýlmaz özdil eleþtirdin mi ? ! angut dedi vatandaþlara .
Negative;"@c_ottoman_d : sen kýrmadým tam Google yazýyordum ki "" ne arýyorsun ya hiç yazma , o angut'a þöyle sahra hastanesinde millet yere mi yatacak "" dedi ."
Negative;@deathfçkingmtl : kelimeyi sessize aldým bu angut karýlar yüzünden .
Negative;"@kemalýnaskeri62 : angut , kýzcaðýz anne babasýnýn durumunu yazýyor , üçüncü þahýslardan duyumunu deðil . ' bilerek , araþtýrarak , deneyimleyerek yorum yazýn ; ya da can sýkýntýnýzý baþka þekilde giderin ' ne demek embesilmiþsin sana ."
Negative;@alýþen571_1453 : angut göbeðini kaþýyan yobazlar bedeviler sarayýn beslemeleri saray yalakalarý saray yaltakçýlarý gericiler baþ örtülü iðrensene kokanalar . zaten bunlarýn hepsini de babaannem söyledi deðil mi kemal .
Negative;@rrojbun : chp vekilleri artý chp oy vereni zerre onur haysiyet gurur varsa genel baþkanýnýzý bahsettiði devasa bu hastanede tedavi olursunuz þehir hastanelerine gelmezsiniz angut kafalý yýlmaz özdil de dahildir https://t.co/t0x1wtuoaç
Negative;@niyemiböyleyiz : gerizekalý mal . madem beyin yok niye bu mecradasýn . adam ince espri yapmýþ . ama sen anlamamýþsýn angut .
Negative;@burakdzen10 : angut demek debi sakýnca yok .
Neutral;@ermalboþnak : sen ne ulan angut .
Negative;@haþankanyýlmaz1 : boþ yapmayýn yaa . sizin dediklerinizi de unutmadýk koyun angut askeri ücretli aðzý kokanlar vs vs en iyi bunu siz yaparsýnýz . buradaki itiraz duyarlý kiþilerin duyarsýz kiþilere yaptýðý eleþtiridir . bazýlarý dozajýný aþmýþ olabilir ama bunu konuþacak savunacak en son kiþilersiniz .
Negative;@hasan_kazan14 : angut diyebilir mi .
Negative;@cananba17 : sarayýn beslemeleri varda senin yok mu , aðýzlarýna geleni söylüyorlar , böyle çarpýtma siyaset olmaz , söylediðiniz her lafý yüzünüze gözünüze bulaþtýrýyorsunuz , sen ve senin beþlemelerin iki gün önce angut diye baðýrýyorlardý .
Negative;@fatih70140 : becerememiþ angut .
Negative;@blent22300172 : kes sesini dalkavuk angut .
Negative;@haskar56715302 : sen ve seninkiler istemiyor muydun süresiz sokaða çýkma yasaðý gelmeli diye . angut pkk li sen .
Negative;@selahat09776510 : angut diyen gazeteci müsvetesinide söyle .
Negative;"@namýkesen : þimdi bir sürü angut "" sahra hastanesi zaten böyle olur "" diyecek . niye bu tweeti attýn ki ."
Negative;"@hasanal49110947 : senin beþlemen olan vekillerin , gazetecilerin millete müslümanlara ; bidon kafa , angut , koyun , yobaz diye her gün hakaret ediyor kemal kýlýçdaroðlu ."
Positive;@poisonbordo : burada kiþilerle kurumlar çok güzel ayrýldý ! ya hu senin angut demedi mi radar bir takýma tutuldu diye ! o adamýn þampiyon yaptýðýna inanýyorsunuz da tsnin nin 82 puan toplanmasýna inanmýyorsunuz .
Negative;@abdllh_ylmz : sen ne lan senin paran mý angut .
Negative;@ayzenozen2 : ana angut diyen yýlmaz özdil den bahsediyorsunuz heralde .
Negative;@gðserkan : bay kemal senin beþlemelerin halka bidon kafalý , göbeðini kaþýyan adam derken , hatta geçen hafta baþka bir beslemen yaþlýlara angut derken nerdeydin senin beþlemelerinin hakaret ettiði vatandaþ senin vatandaþýn deðil miydi . býrakýn bu ikiyüzlülüðü . adam olun yeter .
Negative;@ayhansahin7498 : ne demiþtik angut bizde receptayyip erdoganlar bitmez .
Negative;@özgrbayraktar : teþekkür ederim angut akýllý hayvandýr . senin gibi akýlsýz baþý yoktur 5000 km geri dönebiliyor sen araziye býraksak açýndan olursun .
Negative;@layitakümena : bu konu zaten açýktý açýklýk getirmeye gerek yoktu bence ama aptal levente ikisi de fazla .
Negative;@vanýllafemme : kuþ aptal .
Neutral;@übütürap : gözlerim yaþardý nasýl yaptýnýz nasýl becerdiniz , tebrikler kýlýçdaroðlu ve ekibi , böyle birþeyi yapmayý nasýl becerdiniz . bizi aptal ve enayi yerine koymayý , gözlerimizinde kör olduðunu ve chp liler gibi sazan yerine koymayý nasýl becerdiniz .
Negative;@seher_özy : iyilik yapmakla aptal olmak ayný þey deðil . karþýndaki insan seni kullanýyorsa sen iyilik yaptýðýný zannederken bu senin aptallýðýn olabilir ancak .
Negative;@varsoyoðlu : troçki evden kaçýyor sonra bayrýcam diye eve de gelmiyor öyle apartmanýn önünde sünepe gibi oturuyor , ben sessizce kapýyý açana kadar nasýl kýzayým sen hataný bilmen yeter aptal çocuk
Negative;@alataszeliha : hiçbirimiz aptal ya da saf deðiliz , sadece susuyor ve görmezden geliyoruz .
Negative;@melikedrmsoðlu : kalbin aptal mýsýn ya .
Very negative;@geceyüzgülen : kendinizi bu kadar aciz ve acýnasý hale düþürmek cidden hangi tarafýyla tutulabilir . aptal olmak iþinize geliyor resmen .
Negative;@esraakgüün : yooooh ya sevebiliriz ama aptal deðiliz .
Negative;@mustafacer9 : yemin ederim aptal sürüsü sahra hastaneleri salgýnda savaþta geçici olarak kurulur ayrýca milletin cebinden parayý almýyor .
Negative;@_pamuk_þekeri_ : hiçbirimiz aptal ya da saf deðiliz , sadece susuyor ve görmezden geliyoruz .
Negative;@marksist_at : deli saiti , hatta daha kötüsü sümüklü fetullahý önder tayin eden biri , insanlara aptal diyor . tarihin ironisi bu olsa gerek .
Negative;"@okçery : "" ya bak þimdi güzelim ... "" þunu duymak için genelde aptal ayaðýna yatýp denileni anlamamýþ gibi yaparým ."
Negative;@fatoks1 : hiçbirimiz aptal ya da saf deðiliz , sadece susuyor ve görmezden geliyoruz .
Negative;@yaþarpamuk64 : doktor hemþire hotel sahibi olsam alýr mýyým almam kardeþim sen aptal deliniþin bugünün Corona virüs vakasýnda doktor hemþire ne iþi var hotel cart curt kýl tüy git evine yok mu evin ev kiralýca bence hotel sahibi iyi yapýyor ben eczaneci olsam dükkaný açmam ne güvencem var .
Negative;@muzlumenemen1 : belimin inceliði sen elini belime sar diye , ama sen ne anlarsýn aptal .
Negative;@helalkocum : keþke twitter ttleri kaldýrsa çok geriliyorum her gün aptal tailer görünce .
Negative;@marul58 : aptal bir ergen olduðum için anneme küstüm ve bu yüzden mutfaða girmiyorum . kaç saattir açým .
Negative;@yaðmurrrçtnn : belimin inceliði sen elini belime sar diye , ama sen ne anlarsýn aptal .
Negative;@nargedforeva : güzel bir aile olabilirdiniz aptal .
Negative;@yaln48589649 : insanlarý aptal yerine koyarken kendi zekanýzý baz alýyorsunuz .
Negative;@þeyhünkahya : hani müslümanlarý ve dinimi kendi kýt akýllarýnca alaya alýp müslümanlara aptal muamelesi yapanlar varya evet size söylüyorum .
Positive;@_sla___ : aptal , zenginiz biz kendine gel .
Negative;@ecemmmcesuurr : býktým o karýdan aptal ya .
Negative;@esmahanff : yaptýðým tiramisuyu çay eþliðinde yiyor olabilirdik aptal .
Negative;@çilekboy : çok uzun ara verdin normal bu aptal devam et .
Negative;@yücezeyus : yanýndakiler aptal ordusu ve sende bu ordunun beceriksiz komutaný .
Positive;@smaonll : kendini aptal yerine koydurmaya müsait acýmasýz bir sevgi sanatý .
Negative;@_svkkk : her yerden oluk oluk aptal insan fýþkýrýyor .
Negative;@tepikbeyyy : hikayemi bilmene gerek yok , kýymetimi bil yeter . ben sadece mutlu olmak ve mutlu etmek istiyorum . sen iyileþtiremem ama .
Very negative;@þeydadmr_ : ah benim aptal kalbi .
Negative;@sudeseriin : önüme bu kadar aptal birini çýkarýrken hiç mi utanmadýn allahým .
Negative;@_iremnurtnyl : bir zamanlar ay þu da ne egolu , ikiyüzlü , bencil dediðiniz kiþilerden daha kirli kalplere ve bir o kadar da zihniyete sahip olmuþsunuz haberiniz olsun .
Negative;"@nýsabölükbaþn : nisa ; dokunulmazlýk satsaydý , her hafta sms birincisine göre arkadaþ deðiþtirseydi , bencil olsaydý , sürekli dedikodu yapsaydý ."
Negative;@kaplantandoðan : yasak öncesi son saatlerde vatandaþ marketten alýþveriþ yapmak istemiþ lakin maddi durumu iyi olmadýðý için fazla stok yapamamýþ , parasý olmadýðý için atýþtýrmalýk ucuz bir ürün almýþ bunu gören bencil bir kesimin maskarasý oldu sosyal medyada olay bu .
Negative;@harflersureti : insanlar neden laftan anlamýyor ? neden neden neden , herkes neden bu kadar umursamaz , bencil . bu süreci bu gidiþle çok sancýlý atlatacaðýz .
Negative;@simaytopçuer : abi ya çok zor biz yaptýk ama zor yani . olumsuz , bencil ve egosunda boðulan insanlar .
Positive;@12345tabii : o kadar bencildi kinkimseyle paylaþmayý sevmezdi .
Neutral;@yolsemender : yaþama arzusu bencil bir içgüdü gibi görünebilir ... ama ' yaþamak istiyoruz ' talebini , üstelik evden çalýþabilme ayrýcalýðý .
Negative;@müzür_k : keþke þu süreci birbirimizi yormadan atlatabilsek bencil olmasak .
Neutral;@fehimek : yaþama arzusu bencil bir içgüdü gibi görünebilir ama ' yaþamak istiyoruz ' talebini , üstelik evden çalýþabilme ayrýcalýðý .
Negative;@nazandoðan33 : maalesef biliyorum , ülkemizin bir çok yerinde hatta istanbul'un göbeðinde bile yoksulluk içinde ve çok zor þartlarda yaþamaya çalýþan bir çok insanýmýz var ve onlarý görmemekte ýsrar eden bencil bir azýnlýða raðmen kendilerini var etmeye çalýþýyorlar .
Neutral;@biresmerderki : bencil olursan bencil olurum .
Negative;@morrgibimsi : insanlar uygar bir topluluðun maskesi altýndaki bencil yaratýklardan baþka bir þey deðiller . baþkalarýný üzmekten çekinmezler .
Negative;@plintrgtt : sürekli benim dediðim olsun diyen bencil insanlar . hepinizden nefret ediyorum .
Very negative;@berikiiii : @devils__dance bu çok þerefsiz bir at bencil ve adý acýyamýyorum kendine .
Negative;@kuzeygünalan52 : bencil insanlardan bu dönemi zorlaþtýranlardan cidden nefret ediyorum içimde kalmasýn .
Negative;@nurcan42423700 : yazýk 15 yaþýnda bile olmadan cepheden cepheye koþan atalarýmýzýn kemikleri sýzlýyor , bir dizini kýrýp oturup kazanacaðýn savaþý bu cahil bencil laf anlamazlar yüzünden kalbin kayýplarla ne zaman sonlandýrýrýz muamma .
Negative;@aysu_aynur : siz ne biçim insanlarsýnýz ben anlamadým ki ne bencil pisliklersiniz bir zahmet bir tarafýnýzý kaldýrýn da markete gidin . o çocuklar siz kýçýnýzý evde yayarken çalýþýyorlar deli gibi .
Negative;@efkaneroðlu : millet olarak huy deðiþtiriyoruz bizim insanýmýz bu kadar bencil deðildi sadece iki gün sokaða çýkmayacaklar ama sanki kýtlýk olacakmýþ gibi alýþveriþ yapýyorlar çok garip .
Negative;@delikürt_e : insanlar uygar bir topluluðun maskesi altýndaki bencil yaratýklardan baþka bir þey deðiller . baþkalarýný üzmekten çekinmezler , kimsenin yanýnda olmazlar ama üzgün olduklarýnda herkesi , üzdüklerini bile yanlarýnda isterler . herkesin bir gün hak ettiðini bulmasýný dilerim .
Negative;@seymaaa5534 : bencilsiniz evet evet bencil .
Negative;@92göker07deler : bakýn þimdi karþýnýzdaki sizinle konuþuyor mu size cevap mý veriyor ayrýmýný çözdüðünüzde muhtemelen hiç birine yaklaþmýçaksýnýz bencil insanlarla muattabi kesip hayatlarýndan çýkacak ama onlarýn umurunda olmýçaksýnýz .
Positive;@redarlingg : bu kadar bencil ve kötü kalpli olmayý nasýl beceriyorsunuz .
Neutral;@asi221286 : bencil git buradan .
Negative;@poðaçasurat0 : @mamacýskildimen @paki1905 @uyuþukh @zekikayahan yasaða iki saat kala açýklandý haklýsýnýz . ve yasak tam olarak iki gündü . 2 ay 2 hafta 2 sene deðil ? ama evet maalesef bencil ve egitimiz insanlardan oluþan bir milletimiz var . bunu öngörmelilerdi .
Negative;@zeynep83663211 : en kötü en bencil adam geldi .
Negative;@_eskiii1 : en kötü en bencil adam geldi .
Negative;@paramediktuba : ben hariç herkesin bencil olduðu bir kuyunun içindeyim .
Negative;çabaladýkça içine giriyorum .
Negative;@jan27465454 : karaktersizliðin hayrý olur mu ya baþlý baþýna hayýrsýz uðursuz pislik bencil pislik .
Negative;@kozmiksüleyman : andaval , aptal , gerizekalý , bencil ve saygýsýz biri ile tanýþmadýysanýz , buyurun dm ye bekliyorum .
Negative;@görkemalpeer : bazýlarý için tek dileðim hayatlarýnda bir kez olsun bencil bir orospu çocuðu olmayý býrakýp baþkasý için içten , samimi þýk .
Negative;@sözakar : cesur ama toplumla beraber ve hakbilir bir mücadeleden baþka çýkýþ yok . bu insafsýz dünyaya ve onun kibirli / bencil temsilci …
Negative;@hell9myalien : buraya da at bir tek kendin oynama bencil köpek .
Negative;@ylmz_mrt1 : rýdvan dilmen oyuncuyken de tam çirkefmiþ bütün toplarý kendi kullanýyormuþ bencil herif .
Negative;@ilimlevebilimle : cesur ama toplumla beraber ve hakbilir bir mücadeleden baþka çýkýþ yok . bu insafsýz dünyaya ve onun kibirli / bencil temsilci .
Negative;@siyehdil : bu bunak karý 25 þubatta amerikanýn yaydýðýný anlatýyordu . beyinsiz karý senin beynine sýçayým ya .
Negative;@kplngmn : bak bu askeri amaçlý bir sahra hastanesinin içi . sahra hastanesi böyle olur . beyinsiz karý beton görmeyince ihaleden pay .
Negative;@melisaeylül3 : bu kadar beyinsiz olma kýzým gerçekten bak sinirime gidiyorsun sen birþeyi kaç defa söylenince anlýyorsun aq merak ediyorum .
Negative;@siyehdil : ne gerizekalý bir karýþýn sen ya . lan malak en çok vaka ve ölüm nerede amerikada deðil mi . beyinsiz karý salak karý .
Negative;@j3noj4m : allah þükür beyinsiz göçümüzü sorunsuz yerine getirdik corona olmasak iyi .
Negative;@v0dkandsprite : Soho’nun trend olmasýnýn sebebi endonezyalý beyinsiz army kesimiymiþ . üyelere sahip çýkamadýðý için ayrýldýklarýný söylüyor .
Negative;"@myruh34 : "" tüm ittifak sufle aldýk , yeni bir hareketlenme , bir kalkýþma içindeyiz "" havasýnda bir böbürlenme psikolojisi bu . içiþleri bir kaç saat baþsýz kaldý ya , durumdan vazife çýkarýyor beyinsiz . muhteþem süleyman döndü , seslerini kýsar , kuyruklarýný da ellerine verir , merak etmeyelim ... https://t.co/84bz4lf8jn"
Negative;@zercafer1 : yürüyen merdivene binmeyi beceremeyen kaset beslemesi herkesi kendisi gibi zannediyor
Negative;evet sokaða çýkma yasaðýný duyunca markete koþup kola çikolata vs gereksiz ihtiyaç için markete koþup milleti tehlikeye atan net gerizekalý beyinsiz
Negative;@gogoünsel : o boþluklara yatak koyarsýn ve hastalarý tedavi edebilirsin . sahra hastanesi ne demek bir araþtýr önce . . adana'da yapýlan hastanede bu þartlara göre uygundur . .
Negative;@münferitbiradam : beyni olan anlýyor , ama anlamayan beyinsiz o kadar çok ki .
Positive;ama iyi de oldu , en azýndan engelleyeceðim tipleri bulmuþ oldum .
Negative;@gðalt_n : beyinsiz defol git .
Negative;@v12kafa : ulan sað sol diye , illet zillet diye , dinli dinsiz diye milleti kutuplaþtýrýp duydunuz bari bu konuda yapmayýn bee vicdansýzlar kadýnlan bu kadýn medeni hali mi var at kafalarý . beyinli beyinsiz diye sýnýflandýrýyorum bende anlamadýnýz tabii ki .
Negative;@ismailylmz41 : mal diyene bak beyinsiz mahlukat .
Negative;@uþtarmak : Soho’nun trend olmasýnýn sebebi endonezyalý beyinsiz army kesimiymiþ . üyelere sahip çýkamadýðý için ayrýldýklarýný söylüyor …
Negative;@ülküakkoyunlu : mal mal hareketler yapýp götü baþý daðýtan bütün ahlaksýz namussuz piçler , beyinsiz kýzlar ünlü oluyor , benim neyim eksik anlamýyorum .
Negative;@yumiyumpasa : bak bu askeri amaçlý bir sahra hastanesinin içi . sahra hastanesi böyle olur . beyinsiz karý beton görmeyince ihaleden pay .
Negative;@miraculumsolis : beyinsiz saygýsýz olduklarý için .
Negative;@jjejs40499739 : cidden artýk sinirden aðlayacak hale geldim . kardeþim kimse evinde duruyor hadi çýkýyor diyelim sosyal mesafeye asla dikkat etmiyor bana bir þey olmaz diyor beyinsiz gibi davranýyor . maskeyi takýnca kendini spiderman falan sanýyor ona bir þey olmaz sanýyor .
Negative;@berykscalýþýyor : sayýn beyinsiz siktir olup gider misin .
Negative;@chogi_wae : Soho’nun trend olmasýnýn sebebi endonezyalý beyinsiz army kesimiymiþ . üyelere sahip çýkamadýðý için ayrýldýklarýný söylüyor .
Neutral;@erkol_özcan : artýk kendi düþünür beyinsiz .
Negative;@99hamsi1 : bence sen boþ yapýyorsun bizim oradan neden niçin ayrýldýðýmýzý bilemezsin bayan beyinsiz .
Negative;@gülçinfýrat2 : senin vizyonun nerde caným hani . azcýk hayatýnda kayda deðer bir þey varsa göster amk beyinsiz cahili .
Negative;@survivoraycans : sen niye savunuyorsun gerizekalý . önce kendine bak mal önceki tweetlerinde nisa savunacaðým sen falan yazmýþ burada bana laf ediyor ben haklýnýn yanýndayým yaptýðým þey de normal kýzým sevdim ve sevdiklerimi korurum laflarýna dikkat et salyasý akan sensin beyinsiz .
Negative;@dcfçtugay : sam atma beyinsiz .
Negative;"@alýnazl30718569 : tvisti sildim dedim "" bu zamana kadar hiç bir tvisti silmedim dedin "" üstelik ferman nazlý konusunu sen açýk silip sonrada insanlara o konuyu açanlara beyinsiz diyorsun . burada kendini ifþa edin ."
